Implementation_Order,New_Build_Rank,Next_Candidate_Rank,SKU_ID,Product,Product_Family,Implementation_Status,Mapped_Working_SKU,Decision_Tier,Priority_Score_0_100,Creation_Effort_1_5,Validation_Effort_1_5,Commercial_Risk_1_5,Trend_Score_0_100,Estimated_Market_Fit_1_5,Market_Evidence_Confidence_1_5,Strategy_Fit_1_5,AM_Differentiation_1_5,Portfolio_Leverage_1_5,Digital_First_Fit_1_5,Economics_1_5,Source_IDs,Scoring_Rationale,Next_Action,Scored_On,Scoring_Version,Score_Status
146,109,,SKU-216,Travel-document pre-trip staging tray,Small-space dry organization,NOT_STARTED,,2 VALIDATE NEXT,87.0,1,2,1,89.0,4,3,5,5,4,5,3,S31; S32,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 1/5, validation effort 2/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Run the measurement workflow on one real envelope, then print the smallest fit corner or divider coupon before a full prototype.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
147,110,,SKU-299,Perfume-cap display tray,Fragrance ritual organization,NOT_STARTED,,2 VALIDATE NEXT,87.0,2,2,1,92.0,5,3,4,5,4,5,4,S36; S31; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Confirm one clean dry sample set and print the smallest slot/label coupon before the full organizer.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
148,111,,SKU-301,iPhone 17 Pro no-case passive desk cradle,Named-device passive desk stands,NOT_STARTED,,2 VALIDATE NEXT,86.8,2,2,2,93.0,5,2,5,5,4,5,4,S03; S05; S09; S11; S19; S37; S38; S53,"Estimated market fit 5/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Create a drawing-derived keep-out coupon, inspect it, and test the exact uncased device before any compatibility wording or full stand.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
149,112,,SKU-518,IKEA TJENA 303.954.77 25 x 35 x 20 keepsake-box fitted insert,Named-box keepsake inserts,NOT_STARTED,,2 VALIDATE NEXT,86.8,2,2,2,98.0,5,3,5,5,4,4,4,S01; S31; S33; S11; S19; S32; S74; S53,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Build a minus/nominal/plus footprint gauge and one module seam, then confirm the real folded interior of one TJENA box.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
150,113,,SKU-519,IKEA SAMLA 701.029.72 5 l keepsake-box fitted insert,Named-box keepsake inserts,NOT_STARTED,,2 VALIDATE NEXT,86.8,2,2,2,98.0,5,3,5,5,4,4,4,S01; S31; S33; S11; S19; S32; S75; S53,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Build a minus/nominal/plus floor gauge that follows the moulded draft, then confirm one real SAMLA box before any compatibility wording.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
151,114,,SKU-520,IKEA SAMLA 401.029.78 11 l keepsake-box fitted insert,Named-box keepsake inserts,NOT_STARTED,,2 VALIDATE NEXT,86.8,2,2,2,98.0,5,3,5,5,4,4,4,S01; S31; S33; S11; S19; S32; S76; S53,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Build a minus/nominal/plus floor gauge and one module seam, then confirm one real SAMLA box before any compatibility wording.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
152,115,,SKU-522,IKEA HELMER 006.199.02 keepsake drawer fitted insert,Named-box keepsake inserts,NOT_STARTED,,2 VALIDATE NEXT,86.8,2,2,2,98.0,5,3,5,5,4,4,4,S01; S31; S33; S11; S19; S32; S68; S53,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 2/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Print a 220 x 370 mm minus/nominal/plus footprint gauge and confirm corner radii and usable height on one real HELMER drawer.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
153,116,,SKU-549,IKEA MOPPE 402.163.57 drawer grid organizer set,Named-drawer exact-fit grids,NOT_STARTED,,2 VALIDATE NEXT,86.8,2,3,2,96.0,5,3,5,5,4,5,5,S05; S06; S11; S19; S72; S53,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Gauge one real MOPPE drawer interior in three axes, then print a minus/nominal/plus grid before any compatibility wording.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
154,117,,SKU-009,Bedside passive device dock,Phone/tablet stands & passive docks,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,2,1,92.0,5,2,4,5,4,5,4,S03; S05; S09; S11; S19,"Estimated market fit 5/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Create device/cable preset library,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
155,118,,SKU-202,Narrow-bookcase stationery tower insert,Small-space dry organization,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,3,1,91.0,5,3,5,5,4,4,3,S31; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Run the measurement workflow on one real envelope, then print the smallest fit corner or divider coupon before a full prototype.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
156,119,,SKU-206,Necktie-roll drawer matrix,Small-space dry organization,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,3,1,91.0,5,3,5,5,4,4,3,S31; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Run the measurement workflow on one real envelope, then print the smallest fit corner or divider coupon before a full prototype.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
157,120,,SKU-210,Paper-size drawer stair organizer,Small-space dry organization,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,3,1,91.0,5,3,5,5,4,4,3,S31; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Run the measurement workflow on one real envelope, then print the smallest fit corner or divider coupon before a full prototype.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
158,121,,SKU-212,Reusable-shopping-bag shelf file,Small-space dry organization,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,3,1,91.0,5,3,5,5,4,4,3,S31; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Run the measurement workflow on one real envelope, then print the smallest fit corner or divider coupon before a full prototype.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
159,122,,SKU-217,Household spare-key labeled cassette,Small-space dry organization,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,3,1,89.0,5,3,5,4,4,5,4,S31; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 4/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Run the measurement workflow on one real envelope, then print the smallest fit corner or divider coupon before a full prototype.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
160,123,,SKU-241,Sewing-pattern envelope size sorter,Needlecraft and sewing organization,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,2,1,93.0,5,3,5,4,4,4,3,S33; S01; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 4/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Measure one representative set and print the tightest slot or channel coupon before the full organizer.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
161,124,,SKU-243,Visible-mending patch palette tray,Needlecraft and sewing organization,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,3,1,92.0,5,3,5,4,4,5,4,S33; S01; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 4/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 1/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Measure one representative set and print the tightest slot or channel coupon before the full organizer.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
162,125,,SKU-247,Embroidery-hoop size nesting stand,Needlecraft and sewing organization,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,3,1,92.0,5,3,5,5,4,4,3,S33; S01; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 1/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Measure one representative set and print the tightest slot or channel coupon before the full organizer.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
163,126,,SKU-250,Quilting-template vertical file,Needlecraft and sewing organization,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,3,1,91.0,5,3,5,5,4,4,3,S33; S01; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 1/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Measure one representative set and print the tightest slot or channel coupon before the full organizer.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
164,127,,SKU-257,Origami-paper size step sorter,Social and paper-craft organization,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,2,1,91.0,5,3,5,4,4,4,3,S33; S01; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 4/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Confirm the smallest and largest real formats, then print the densest compartment coupon before a full set.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
165,128,,SKU-290,Retirement message-card fan stand,Personalized celebration displays,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,3,1,93.0,5,3,5,4,4,5,4,S33; S01; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 4/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 1/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Approve one personalization proof and print a representative slot/text coupon before the complete display.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
166,129,,SKU-310,Euro eight-denomination weekly sorting tray,Standardized coin organization,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,2,1,90.0,4,3,5,5,4,5,4,S31; S32; S47; S53,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Print the 50c/20c/5c tightest discrimination coupon and test worn circulating coins before the full eight-recess tray.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
167,130,,SKU-402,Neo-Deco fan-arch relief panel,AI-generated trending decor objects,NOT_STARTED,,2 VALIDATE NEXT,86.0,1,1,1,76.0,4,2,5,5,4,4,2,S113; S114,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one interface coupon for the insert, pot or keep-out, verify fit and stability, then decide the sealing and heat exclusions",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
168,131,,SKU-540,Euro circulation-coin pocket-emptying tray with coin slope,Named-currency pocket-emptying trays,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,2,1,97.0,4,3,5,5,4,5,4,S01; S31; S11; S19; S32; S47; S53,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Print the 10c/5c and 1 EUR/50c recess pairs and confirm that circulating coins cannot cross-enter before any denomination wording.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
169,132,,SKU-541,Swiss franc circulation-coin pocket-emptying tray with coin slope,Named-currency pocket-emptying trays,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,2,1,97.0,4,3,5,5,4,5,4,S01; S31; S11; S19; S32; S54; S53,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Print the 50 Rp/5 Rp and 1 CHF/20 Rp recess pairs and confirm that circulating coins cannot cross-enter.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
170,133,,SKU-542,UK sterling circulation-coin pocket-emptying tray with coin slope,Named-currency pocket-emptying trays,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,2,1,97.0,4,3,5,5,4,5,4,S01; S31; S11; S19; S32; S55; S53,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Print the heptagonal 20p and 50p recesses and confirm free rotation-independent entry before any denomination wording.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
171,134,,SKU-543,US circulating-coin pocket-emptying tray with coin slope,Named-currency pocket-emptying trays,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,2,1,97.0,4,3,5,5,4,5,4,S01; S31; S11; S19; S32; S56; S53,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Print the cent/nickel recess pair and confirm that circulating coins cannot cross-enter before any denomination wording.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
172,135,,SKU-544,Japanese yen circulation-coin pocket-emptying tray with coin slope,Named-currency pocket-emptying trays,NOT_STARTED,,2 VALIDATE NEXT,86.0,2,2,1,97.0,4,3,5,5,4,5,4,S01; S31; S11; S19; S32; S57; S53,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Measure the thickness of one coin per denomination, then print the 1 yen/50 yen recess pair and confirm separation.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
