Record_Key,Record_Type,Record_ID,Parent_SKU_ID,Product,Product_Path,Purpose_or_Intended_Use,Purpose_Documented,Trend_Score_0_100,Priority_Score_0_100,Current_Preflight_Short,Complexity,Readiness,Criticality,Current_Lane,Wave,Advancement_Potential,Suggested_Target_R,Specific_Variant_IDs,Specific_Variant_Status,Bottleneck,Exact_Next_Evidence,Evidence_Boundary,Assessment_Status,Assessed_On,Register_Version
RESEARCH:SKU-152,RESEARCH_IDEA,SKU-152,,Spool-cone adapter and tail keeper,,Stabilize a thread cone on a storage peg and capture the loose thread tail between uses.,YES,88.0,83.8,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-153,RESEARCH_IDEA,SKU-153,,Paint-bottle stepped rack,,Display mixed paint bottles in diameter-matched rows so labels stay visible.,YES,93.0,82.5,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-154,RESEARCH_IDEA,SKU-154,,Paintbrush drying bridge with removable drip tray,,Dry cleaned brushes horizontally with bristles unsupported and collect residual water below.,YES,90.0,75.5,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,W4 SPECIALIST / HOLD,LOW / SPECIALIST,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-155,RESEARCH_IDEA,SKU-155,,Marker swatch-cap display rail,,Keep swatch samples aligned above matching markers without altering the markers.,YES,96.0,83.8,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-156,RESEARCH_IDEA,SKU-156,,Diamond-painting tray staging rack,,Park multiple active sorting trays in order while preserving their labels and pour spouts.,YES,94.0,89.8,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Test spill resistance and one-handed tray removal with generic empty trays.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-157,RESEARCH_IDEA,SKU-157,,Bead-vial scoop-well tray,,Organize small bead vials and pour contents into rounded scoop wells for easier return.,YES,96.0,84.5,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-158,RESEARCH_IDEA,SKU-158,,Craft stamp and die index rack,,Store thin stamps; dies or template envelopes vertically with searchable labels.,YES,94.0,90.8,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Test retrieval and tipping with filled paper envelopes rather than loose dies.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-159,RESEARCH_IDEA,SKU-159,,Vinyl-weeding tool and scrap-catcher station,,Park cool hand tools and capture adhesive vinyl scraps in a removable cup.,YES,92.0,77.5,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-160,RESEARCH_IDEA,SKU-160,,Craft-night modular personal supply caddy,,Give each adult participant a small labeled caddy that docks into a shared center layout.,YES,96.0,90.8,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,SKU-551; SKU-552; SKU-553; SKU-554,SPECIFIC R3 CHILD ADDED — GENERIC PARENT UNCHANGED,The generic parameter domain remains broader than the evidence. Readiness from the named child must not be copied back to the generic parent.,"Keep the generic parent unchanged; use SKU-551, SKU-552, SKU-553, SKU-554 for the named interface. Raise the parent only after multiple representative variants, explicit parameter limits, and boundary coupons pass.",Specific-child evidence is deliberately isolated; the generic parent retains its current preflight.,COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-161,RESEARCH_IDEA,SKU-161,,Graded-card slab drawer/display cradle,,Store graded collectible slabs in a drawer while lifting one selected slab into a display angle.,YES,91.0,70.5,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,W4 SPECIALIST / HOLD,LOW / SPECIALIST,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-162,RESEARCH_IDEA,SKU-162,,Coin-capsule display tile,,Arrange a themed set of coin capsules and small paper labels in a freestanding modular display.,YES,83.0,78.8,C1–C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C1–C2,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-163,RESEARCH_IDEA,SKU-163,,Mineral and specimen riser-label set,,Present small specimens at varied heights with consistent removable labels.,YES,90.0,77.8,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-164,RESEARCH_IDEA,SKU-164,,Pin and badge display tile,,Arrange pin-backed badges on reusable tiles that can stand on a shelf or fit a frame.,YES,91.0,77.5,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-165,RESEARCH_IDEA,SKU-165,,Miniature-figure tiered cabinet riser,,Use vertical cabinet space to display generic small figures in staggered rows.,YES,90.0,70.5,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,W4 SPECIALIST / HOLD,LOW / SPECIALIST,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-166,RESEARCH_IDEA,SKU-166,,Fountain-pen presentation rest set,,Display one to six pens horizontally with soft contact and personalized labels.,YES,89.0,79.8,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-167,RESEARCH_IDEA,SKU-167,,Cassette-tape shelf divider and display,,Index cassette tapes on a shelf and present one selected case face-out.,YES,84.0,81.8,C1–C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C1–C2,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-168,RESEARCH_IDEA,SKU-168,,CD jewel-case now-playing stand,,Display a CD jewel case or booklet at a compact angle with a small disc-safe accessory bay.,YES,75.0,79.8,C1–C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C1–C2,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-169,RESEARCH_IDEA,SKU-169,,Vinyl-cleaning accessory dock,,Store a record brush; stylus brush and cleaning bottle upright beside a turntable.,YES,87.0,71.5,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-170,RESEARCH_IDEA,SKU-170,,Record-shelf anti-lean spacer and index tabs,,Keep a partly filled record shelf upright while indexing sections with adjustable tabs.,YES,80.0,71.5,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,W4 SPECIALIST / HOLD,LOW / SPECIALIST,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-171,RESEARCH_IDEA,SKU-171,,Personalized freestanding valet tray with named pods,,Give each household member a defined place for keys; wallet and daily pocket items.,YES,97.0,83.8,C1–C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C1–C2,R0–R1,K1–K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,SKU-534; SKU-535; SKU-536; SKU-537; SKU-538; SKU-539,SPECIFIC R3 CHILD ADDED — GENERIC PARENT UNCHANGED,The generic parameter domain remains broader than the evidence. Readiness from the named child must not be copied back to the generic parent.,"Keep the generic parent unchanged; use SKU-534, SKU-535, SKU-536, SKU-537, SKU-538, SKU-539 for the named interface. Raise the parent only after multiple representative variants, explicit parameter limits, and boundary coupons pass.",Specific-child evidence is deliberately isolated; the generic parent retains its current preflight.,COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-172,RESEARCH_IDEA,SKU-172,,Guest key and parking-pass turnover tray,,Separate incoming and outgoing guest keys; parking passes and instructions at a reception counter.,YES,91.0,76.5,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,Scope or interface remains generic and nominal interface/process/verification evidence is incomplete.,"Name one exact product revision, published standard, or measured interface; record E3 nominal data, pin one exact manufacturing profile, and define a thresholded interface coupon.","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-173,RESEARCH_IDEA,SKU-173,,Modular pocket-emptying tray with coin slope,,Let users sweep coins and small items out of rounded pockets while rearranging modules by habit.,YES,97.0,94.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,SKU-540; SKU-541; SKU-542; SKU-543; SKU-544,SPECIFIC R3 CHILD ADDED — GENERIC PARENT UNCHANGED,The generic parameter domain remains broader than the evidence. Readiness from the named child must not be copied back to the generic parent.,"Keep the generic parent unchanged; use SKU-540, SKU-541, SKU-542, SKU-543, SKU-544 for the named interface. Raise the parent only after multiple representative variants, explicit parameter limits, and boundary coupons pass.",Specific-child evidence is deliberately isolated; the generic parent retains its current preflight.,COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
